,text,polarity,subjectivity,date,sentiment
23,"ACTIVE TRADERS Try one of these FREE trading guides:

https://t.co/Rg3iFa31PU

$NFLX $TSLA $AAPL $WMT $GS $FB $AMZN $GOOGL $NVDA",0.133333333333,0.7,2018-02-03 16:30:14,positive
24,"The Dow Crashes 665 Points -- Here Are 3 Top Stocks to Buy @themotleyfool #stocks $PFE, $WMT, $AMZN, $XOM, $DO https://t.co/gRYKauHE4Q",0.5,0.5,2018-02-03 16:03:17,positive
25,"RT @PlanetZiggurat: IN-HOUSE  BOUNTY - JOIN OUR CHANNEL AND GET 30 ZIG #bounty 
https://t.co/KGn0Md6BhX   #telegramico #telegram @telegram…",0.0,0.0,2018-02-03 15:43:44,neutral
26,"RT @PlanetZiggurat: 🔥 There is only one stable Ziggurat here ,  https://t.co/46vVceNClo   🔥 $AMZN $EBAY $MELI $ETSY $QVCA $BABA $WMT $COST…",0.0,1.0,2018-02-03 15:43:05,neutral
27,"RT @PlanetZiggurat: https://t.co/VOEUjnISk5  is open 
$AMZN $EBAY $MELI $ETSY $QVCA $BABA $WMT $COST $TGT $KR $JPM $FB $WFC $GOOG $SNAP $TW…",0.0,0.5,2018-02-03 15:42:58,neutral
28,"RT @PlanetZiggurat: Ziggurat Telegram Link 30 ZIG Bounty !   https://t.co/AHw2myuaQn  
  $AMZN $EBAY $MELI $ETSY $QVCA $BABA $WMT $COST $TG…",0.0,0.0,2018-02-03 15:42:55,neutral
29,"RT @PlanetZiggurat: IN-HOUSE  BOUNTY - JOIN OUR CHANNEL AND GET 30 ZIG #bounty 
https://t.co/KGn0Md6BhX   #telegramico #telegram @telegram…",0.0,0.0,2018-02-03 15:42:52,neutral
30,"RT @PlanetZiggurat: 🔥 https://t.co/a2wFnstnSE  WhitePaper🔥https://t.co/H0gonD3Ead  @NeerajKA 
  $AMZN $EBAY $MELI $ETSY $QVCA $BABA $WMT $C…",0.0,0.0,2018-02-03 15:42:46,neutral
31,RT @PlanetZiggurat: 🚀Pay by mobile. You can get Ziggurat cryptocurrency. Win-win  🚀https://t.co/SEWT8fznze   $AMZN $EBAY $MELI $ETSY $QVCA…,0.0,0.0,2018-02-03 15:42:33,neutral
32,"$AMZN $WMT:

Billionaire Jeff Bezos Once Wrote His Biggest Competitor a $500 …:

https://t.co/eOKjNpIrXz",0.0,0.0,2018-02-03 15:37:05,neutral
33,RT @arnabch01: #AI #ML #HPC #BigData #robotics #VR #iot t hugely #disrupt #retail $AMZN $WMT $TGT $KR $BBY $COST $HD $LOW #investor https:/…,0.2,0.6,2018-02-03 15:29:46,positive
34,RT @kingoption3: $BTC $spx $nasdaq $ftse $dax $cac $djia $c $XOM $amzn $googl $AVGO $AAPL $WFM $cvs $bac $WMT $COST $WFC $jnj $GE $GS $tsla…,0.0,0.0,2018-02-03 15:27:04,neutral
35,"RT @PlanetZiggurat: Ziggurat Telegram Link 40 ZIG Bounty !   https://t.co/AHw2myuaQn 
  $AMZN $EBAY $MELI $ETSY $QVCA $BABA $WMT $COST $TGT…",0.0,0.0,2018-02-03 15:23:09,neutral
36,"RT @PlanetZiggurat: IN-HOUSE  BOUNTY - JOIN OUR CHANNEL AND GET 40 ZIG #bounty 
https://t.co/KGn0Md6BhX #telegramico #telegram @telegram #p…",0.0,0.0,2018-02-03 15:22:46,neutral
37,"RT @PlanetZiggurat: Ziggurat Telegram Link 30 ZIG Bounty !   https://t.co/AHw2myuaQn  
  $AMZN $EBAY $MELI $ETSY $QVCA $BABA $WMT $COST $TG…",0.0,0.0,2018-02-03 15:21:41,neutral
38,"RT @PlanetZiggurat: N-HOUSE  BOUNTY - JOIN OUR CHANNEL AND GET 40 ZIG #bounty 
https://t.co/KGn0Md6BhX  #telegramico #telegram @telegram #p…",0.0,0.0,2018-02-03 15:21:05,neutral
39,RT @PlanetZiggurat: Ziggurat Telegram Link   https://t.co/AHw2myuaQn   $AMZN $EBAY $MELI $ETSY $QVCA $BABA $WMT $COST $TGT $KR $JPM $FB $WF…,0.0,0.0,2018-02-03 15:19:29,neutral
40,"RT @PlanetZiggurat: Ziggurat on EtherDelta 
https://t.co/pMr7Dcj8bz
$AMZN $EBAY $MELI $ETSY $QVCA $BABA $WMT $COST $TGT $KR $JPM $FB $WFC $…",0.0,0.0,2018-02-03 15:18:31,neutral
41,RT @PlanetZiggurat: 🚀Pay by mobile. You can get Ziggurat cryptocurrency. Win-win  🚀https://t.co/SEWT8fznze   $AMZN $EBAY $MELI $ETSY $QVCA…,0.0,0.0,2018-02-03 15:14:56,neutral
42,"RT @PlanetZiggurat: Ziggurat https://t.co/EK9GbneroN 
$AMZN $EBAY $MELI $ETSY $QVCA $BABA $WMT $COST $TGT $KR $JPM $FB $WFC $GOOG $SNAP $TW…",0.0,0.0,2018-02-03 15:14:36,neutral
43,"RT @PlanetZiggurat: https://t.co/VOEUjnISk5 is open 
$AMZN $EBAY $MELI $ETSY $QVCA $BABA $WMT $COST $TGT $KR $JPM $FB $WFC $GOOG $SNAP $TWT…",0.0,0.5,2018-02-03 15:14:12,neutral
44,RT @kingoption3: $BTC $spx $nasdaq $ftse $dax $cac $djia $c $XOM $amzn $googl $AVGO $AAPL $WFM $cvs $bac $WMT $COST $WFC $jnj $GE $GS $tsla…,0.0,0.0,2018-02-03 15:13:50,neutral
45,"RT @PlanetZiggurat: Ziggurat and https://t.co/VOEUjnISk5 bounty   
$AMZN $EBAY $MELI $ETSY $QVCA $BABA $WMT $COST $TGT $KR $JPM $FB $WFC $G…",0.0,0.0,2018-02-03 15:13:48,neutral
46,RT @PlanetZiggurat: 🚀Pay by mobile. You can get Ziggurat cryptocurrency. Win-win  🚀https://t.co/SEWT8fznze    $AMZN $EBAY $MELI $ETSY $QVCA…,0.0,0.0,2018-02-03 15:13:29,neutral
47,"RT @PlanetZiggurat: 🔥 There is only one stable Ziggurat here ,  https://t.co/46vVceNClo  🔥 $AMZN $EBAY $MELI $ETSY $QVCA $BABA $WMT $COST $…",0.0,1.0,2018-02-03 15:12:31,neutral
48,"RT @PlanetZiggurat: 🔥 There is only one stable cryptocurrency Ziggurat here ,  https://t.co/46vVceNClo   🔥 $AMZN $EBAY $MELI $ETSY $QVCA $B…",0.0,1.0,2018-02-03 15:12:00,neutral
49,"RT @PlanetZiggurat: 🔥 There is only one stable Ziggurat here ,  https://t.co/46vVceNClo   🔥 $AMZN $EBAY $MELI $ETSY $QVCA $BABA $WMT $COST…",0.0,1.0,2018-02-03 15:11:21,neutral
50,"RT @PlanetZiggurat: https://t.co/VOEUjnISk5  is open 
$AMZN $EBAY $MELI $ETSY $QVCA $BABA $WMT $COST $TGT $KR $JPM $FB $WFC $GOOG $SNAP $TW…",0.0,0.5,2018-02-03 15:10:30,neutral
51,"RT @PlanetZiggurat: Ziggurat Telegram Link 30 ZIG Bounty !   https://t.co/AHw2myuaQn  
  $AMZN $EBAY $MELI $ETSY $QVCA $BABA $WMT $COST $TG…",0.0,0.0,2018-02-03 15:10:03,neutral
52,"RT @PlanetZiggurat: IN-HOUSE  BOUNTY - JOIN OUR CHANNEL AND GET 30 ZIG #bounty 
https://t.co/KGn0Md6BhX   #telegramico #telegram @telegram…",0.0,0.0,2018-02-03 15:09:34,neutral
53,"RT @PlanetZiggurat: 🔥 https://t.co/a2wFnstnSE  WhitePaper🔥https://t.co/H0gonD3Ead  @NeerajKA 
  $AMZN $EBAY $MELI $ETSY $QVCA $BABA $WMT $C…",0.0,0.0,2018-02-03 15:08:26,neutral
54,RT @PlanetZiggurat: 🚀Pay by mobile. You can get Ziggurat cryptocurrency. Win-win  🚀https://t.co/SEWT8fznze   $AMZN $EBAY $MELI $ETSY $QVCA…,0.0,0.0,2018-02-03 15:06:40,neutral
55,"$JD + $WMT 
JD are so underrated
They got faster growth than $BABA and $AMZN 
High profitability are in the way as… https://t.co/2fosPjIc9h",0.16,0.54,2018-02-03 15:03:26,positive
56,"RT @PlanetZiggurat: 🔥 https://t.co/a2wFnstnSE  WhitePaper🔥https://t.co/H0gonD3Ead  @NeerajKA 
  $AMZN $EBAY $MELI $ETSY $QVCA $BABA $WMT $C…",0.0,0.0,2018-02-03 14:59:09,neutral
57,Gabalex Capital Management Has Lifted By $3.90 Million Its Wal $WMT Holding https://t.co/j5h5upsdfO,0.0,0.0,2018-02-03 14:58:08,neutral
58,RT @PlanetZiggurat: 🚀Pay by mobile. You can get Ziggurat cryptocurrency. Win-win  🚀https://t.co/SEWT8fznze   $AMZN $EBAY $MELI $ETSY $QVCA…,0.0,0.0,2018-02-03 14:56:45,neutral
59,"RT @PlanetZiggurat: Ziggurat https://t.co/EK9GbneroN 
$AMZN $EBAY $MELI $ETSY $QVCA $BABA $WMT $COST $TGT $KR $JPM $FB $WFC $GOOG $SNAP $TW…",0.0,0.0,2018-02-03 14:54:22,neutral
60,"RT @PlanetZiggurat: https://t.co/VOEUjnISk5 is open 
$AMZN $EBAY $MELI $ETSY $QVCA $BABA $WMT $COST $TGT $KR $JPM $FB $WFC $GOOG $SNAP $TWT…",0.0,0.5,2018-02-03 14:54:02,neutral
61,"RT @PlanetZiggurat: Ziggurat and https://t.co/VOEUjnISk5 bounty   
$AMZN $EBAY $MELI $ETSY $QVCA $BABA $WMT $COST $TGT $KR $JPM $FB $WFC $G…",0.0,0.0,2018-02-03 14:53:41,neutral
62,Big Call Buyers https://t.co/dJ2oMHMJQv $JPM $BAC $APO $AMGN $KO $AVGO $ROKU $AMT $AMED $MTG $TEVA $GRMN $VLO $LJPC $WMT $TDC $JD $VZ,0.0,0.1,2018-02-03 14:41:44,neutral
63,"RT @PlanetZiggurat: 🔥 There is only one stable Ziggurat here ,  https://t.co/46vVceNClo  🔥 $AMZN $EBAY $MELI $ETSY $QVCA $BABA $WMT $COST $…",0.0,1.0,2018-02-03 14:40:43,neutral
64,RT @PlanetZiggurat: 🔥 https://t.co/F6Dk9OUCbO   Ziggurats ONE-PAGER 🔥  $AMZN $EBAY $MELI $ETSY $QVCA $BABA $WMT $COST $TGT $KR $JPM $FB $WF…,0.0,0.0,2018-02-03 14:38:33,neutral
65,"RT @PlanetZiggurat: Ziggurat on EtherDelta 
https://t.co/pMr7Dcj8bz
$AMZN $EBAY $MELI $ETSY $QVCA $BABA $WMT $COST $TGT $KR $JPM $FB $WFC $…",0.0,0.0,2018-02-03 14:38:28,neutral
66,RT @PlanetZiggurat: Ziggurat Telegram Link   https://t.co/AHw2myuaQn   $AMZN $EBAY $MELI $ETSY $QVCA $BABA $WMT $COST $TGT $KR $JPM $FB $WF…,0.0,0.0,2018-02-03 14:38:20,neutral
67,RT @PlanetZiggurat: 🚀Pay by mobile. You can get Ziggurat cryptocurrency. Win-win  🚀https://t.co/SEWT8fznze     $AMZN $EBAY $MELI $ETSY $QVC…,0.0,0.0,2018-02-03 14:36:12,neutral
68,"RT @TraderLionChat: Position Summary: $GOOS $ABBV $MYOK  $HLT $WMT $LOW $BB $MELI $PTCT $CSX

Partial exits and closed positions only. http…",-0.05,0.425,2018-02-03 14:33:55,negative
69,#Walmart tightening supplier delivery schedule $WMT https://t.co/yBSrmDw1Od via @SN_news #supermarket #grocery https://t.co/b6IXJI728L,0.0,0.0,2018-02-03 14:10:16,neutral
70,Walmart raises hourly US worker pay following tax cut $WMT https://t.co/h2CeoqH0Zn #afp #retail #taxes #wages,0.0,0.1,2018-02-03 13:48:33,neutral
71,"Weekend! Perfect time to do some DD on $RSII, $SEGI, $TSLA, $EAPH, $SRGE, $WMT on https://t.co/3UE1yNhRgm https://t.co/2r4Y4uYrF6",1.0,1.0,2018-02-03 13:30:01,positive
72,Walmart Inc. $WMT EPS Estimated At $1.36 https://t.co/1YSV4D7JWz,0.0,0.0,2018-02-03 13:24:14,neutral
73,"Weekend! Perfect time to do some DD on $BRK.A, $PSID, $MVES, $ALL, $TRTC, $WMT on https://t.co/3UE1yNhRgm https://t.co/2r4Y4uYrF6",1.0,1.0,2018-02-03 13:00:01,positive
74,"RT @PlanetZiggurat: 🚀TELEGRAM BOUNTY - JOIN OUR CHANNEL AND GET 40 ZIG🚀
 https://t.co/SuzEru4vOX     $AMZN $EBAY $MELI $ETSY $QVCA $BABA $W…",0.0,0.0,2018-02-03 12:42:43,neutral
75,"RT @PlanetZiggurat: Ziggurat Telegram Link   https://t.co/SuzEru4vOX … …
  $AMZN $EBAY $MELI $ETSY $QVCA $BABA $WMT $COST $TGT $KR $JPM $FB…",0.0,0.0,2018-02-03 12:40:28,neutral
76,"RT @PlanetZiggurat: 🚀TELEGRAM BOUNTY - JOIN OUR CHANNEL AND GET 40 ZIG🚀
 https://t.co/SuzEru4vOX …     $AMZN $EBAY $MELI $ETSY $QVCA $BABA…",0.0,0.0,2018-02-03 12:38:59,neutral
77,"RT @PlanetZiggurat: Crypto ruling even in lawyers heads!!!  https://t.co/VOEUjnISk5  Buy Ziggurats 
$AMZN $EBAY $MELI $ETSY $QVCA $BABA $WM…",0.0,0.0,2018-02-03 12:36:43,neutral
78,"RT @PlanetZiggurat: 🚀TELEGRAM BOUNTY - JOIN OUR CHANNEL AND GET 40 ZIG🚀
 https://t.co/SuzEru4vOX … …     $AMZN $EBAY $MELI $ETSY $QVCA $BAB…",0.0,0.0,2018-02-03 12:29:35,neutral
79,RT @PlanetZiggurat: 🚀ZIGGURAT TELEGRAM BOUNTY - JOIN OUR CHANNEL AND GET 40 ZIG🚀  https://t.co/AHw2myuaQn   $AMZN $EBAY $MELI $ETSY $QVCA $…,0.0,0.0,2018-02-03 12:25:56,neutral
80,Ingalls &amp; Snyder Lowered Wal $WMT Position https://t.co/CG5HvNoszo,0.0,0.0,2018-02-03 12:25:39,neutral
81,Conning Increases Position in Wal $WMT https://t.co/r3fKEbMMff,0.0,0.0,2018-02-03 12:23:04,neutral
82,"RT @PlanetZiggurat: Ziggurat Telegram Link   https://t.co/SuzEru4vOX … … …
  $AMZN $EBAY $MELI $ETSY $QVCA $BABA $WMT $COST $TGT $KR $JPM $…",0.0,0.0,2018-02-03 12:21:54,neutral
83,RT @kingoption3: $BTC $spx $nasdaq $ftse $dax $cac $djia $c $XOM $amzn $googl $AVGO $AAPL $WFM $cvs $bac $WMT $COST $WFC $jnj $GE $GS $tsla…,0.0,0.0,2018-02-03 12:11:29,neutral
84,$BTC $spx $nasdaq $ftse $dax $cac $djia $c $XOM $amzn $googl $AVGO $AAPL $WFM $cvs $bac $WMT $COST $WFC $jnj $GE… https://t.co/UBnigmYs2u,0.0,0.0,2018-02-03 12:09:56,neutral
85,"As Wal $WMT Share Value Rose, Holder Hap Trading Cut Position https://t.co/H0a39AGBfY",0.6,0.95,2018-02-03 11:50:42,positive
86,"RT @PlanetZiggurat: Ziggurat Telegram Link 40 ZIG Bounty !   https://t.co/AHw2myuaQn
  $AMZN $EBAY $MELI $ETSY $QVCA $BABA $WMT $COST $TGT…",0.0,0.0,2018-02-03 11:30:18,neutral
87,"RT @PlanetZiggurat: TELEGRAM BOUNTY - JOIN OUR CHANNEL AND GET 40 ZIG
https://t.co/AHw2myuaQn  #telegramico #telegram @telegram #planetzigg…",0.0,0.0,2018-02-03 11:23:22,neutral
88,"First Dallas Securities Has Lifted Wal $WMT Position by $308,178 as Market Valuation Rose ...",0.425,0.641666666667,2018-02-03 11:22:49,positive
89,"RT @PlanetZiggurat: IN-HOUSE  BOUNTY - JOIN OUR CHANNEL AND GET 40 ZIG #bounty 
https://t.co/KGn0Md6BhX #telegramico #telegram @telegram #p…",0.0,0.0,2018-02-03 11:18:18,neutral
90,"RT @PlanetZiggurat: N-HOUSE  BOUNTY - JOIN OUR CHANNEL AND GET 40 ZIG #bounty 
https://t.co/KGn0Md6BhX  #telegramico #telegram @telegram #p…",0.0,0.0,2018-02-03 11:17:25,neutral
91,Wal-Mart Stores Inc $WMT Shares Bought by Headinvest LLC https://t.co/oJJqIJ7nUQ,0.0,0.0,2018-02-03 11:17:06,neutral
92,Nomura Asset Management Co. Ltd. Lowers Position in Wal-Mart Stores Inc $WMT https://t.co/cXqKtYGqkn,0.0,0.0,2018-02-03 11:16:36,neutral
93,"RT @PlanetZiggurat: Ziggurat Telegram Link 40 ZIG Bounty !   https://t.co/AHw2myuaQn 
  $AMZN $EBAY $MELI $ETSY $QVCA $BABA $WMT $COST $TGT…",0.0,0.0,2018-02-03 11:15:32,neutral
94,Wal-Mart Stores Inc $WMT Shares Bought by Synovus Financial Corp https://t.co/VfUBHq4tS3,0.0,0.0,2018-02-03 11:14:49,neutral
95,RT @PlanetZiggurat: Ziggurat Telegram Link   https://t.co/AHw2myuaQn   $AMZN $EBAY $MELI $ETSY $QVCA $BABA $WMT $COST $TGT $KR $JPM $FB $WF…,0.0,0.0,2018-02-03 11:12:55,neutral
96,"RT @PlanetZiggurat: Ziggurat on EtherDelta 
https://t.co/pMr7Dcj8bz
$AMZN $EBAY $MELI $ETSY $QVCA $BABA $WMT $COST $TGT $KR $JPM $FB $WFC $…",0.0,0.0,2018-02-03 11:10:50,neutral
97,"RT @PlanetZiggurat: Ziggurat https://t.co/EK9GbneroN 
$AMZN $EBAY $MELI $ETSY $QVCA $BABA $WMT $COST $TGT $KR $JPM $FB $WFC $GOOG $SNAP $TW…",0.0,0.0,2018-02-03 11:02:09,neutral
98,"RT @PlanetZiggurat: https://t.co/VOEUjnISk5 is open 
$AMZN $EBAY $MELI $ETSY $QVCA $BABA $WMT $COST $TGT $KR $JPM $FB $WFC $GOOG $SNAP $TWT…",0.0,0.5,2018-02-03 11:01:17,neutral
99,"RT @PlanetZiggurat: Ziggurat and https://t.co/VOEUjnISk5 bounty   
$AMZN $EBAY $MELI $ETSY $QVCA $BABA $WMT $COST $TGT $KR $JPM $FB $WFC $G…",0.0,0.0,2018-02-03 11:00:30,neutral
100,"RT @PlanetZiggurat: 🔥 There is only one stable Ziggurat here ,  https://t.co/46vVceNClo  🔥 $AMZN $EBAY $MELI $ETSY $QVCA $BABA $WMT $COST $…",0.0,1.0,2018-02-03 10:59:43,neutral
101,"RT @PlanetZiggurat: 🔥 There is only one stable cryptocurrency Ziggurat here ,  https://t.co/46vVceNClo   🔥 $AMZN $EBAY $MELI $ETSY $QVCA $B…",0.0,1.0,2018-02-03 10:58:46,neutral
102,"RT @PlanetZiggurat: 🔥 There is only one stable Ziggurat here ,  https://t.co/46vVceNClo   🔥 $AMZN $EBAY $MELI $ETSY $QVCA $BABA $WMT $COST…",0.0,1.0,2018-02-03 10:56:33,neutral
103,"RT @PlanetZiggurat: https://t.co/VOEUjnISk5  is open 
$AMZN $EBAY $MELI $ETSY $QVCA $BABA $WMT $COST $TGT $KR $JPM $FB $WFC $GOOG $SNAP $TW…",0.0,0.5,2018-02-03 10:55:07,neutral
104,"RT @PlanetZiggurat: Ziggurat Telegram Link 30 ZIG Bounty !   https://t.co/AHw2myuaQn  
  $AMZN $EBAY $MELI $ETSY $QVCA $BABA $WMT $COST $TG…",0.0,0.0,2018-02-03 10:54:30,neutral
105,Sentinel Trust Company Lba Increased Its Wal $WMT Position https://t.co/aJxp2g69nc,0.0,0.0,2018-02-03 10:54:09,neutral
106,"RT @PlanetZiggurat: IN-HOUSE  BOUNTY - JOIN OUR CHANNEL AND GET 30 ZIG #bounty 
https://t.co/KGn0Md6BhX   #telegramico #telegram @telegram…",0.0,0.0,2018-02-03 10:53:47,neutral
107,"$SBUX $BID $WMT:

The man who got America hooked on lattes bankrolled a …:

https://t.co/NolURj9yAX",0.0,0.0,2018-02-03 10:53:11,neutral
108,"RT @PlanetZiggurat: 🔥 https://t.co/a2wFnstnSE  WhitePaper🔥https://t.co/H0gonD3Ead  @NeerajKA 
  $AMZN $EBAY $MELI $ETSY $QVCA $BABA $WMT $C…",0.0,0.0,2018-02-03 10:52:02,neutral
109,Btc Capital Management Has Raised Wal $WMT Stake https://t.co/G20NasaCeE,0.0,0.0,2018-02-03 10:09:27,neutral
110,"RT @PlanetZiggurat: 🔥 There is only one stable Ziggurat here ,  https://t.co/46vVceNClo   🔥 $AMZN $EBAY $MELI $ETSY $QVCA $BABA $WMT $COST…",0.0,1.0,2018-02-03 09:42:12,neutral
111,"RT @PlanetZiggurat: https://t.co/VOEUjnISk5  is open 
$AMZN $EBAY $MELI $ETSY $QVCA $BABA $WMT $COST $TGT $KR $JPM $FB $WFC $GOOG $SNAP $TW…",0.0,0.5,2018-02-03 09:40:46,neutral
112,"RT @PlanetZiggurat: Ziggurat Telegram Link 30 ZIG Bounty !   https://t.co/AHw2myuaQn  
  $AMZN $EBAY $MELI $ETSY $QVCA $BABA $WMT $COST $TG…",0.0,0.0,2018-02-03 09:40:10,neutral
113,"RT @PlanetZiggurat: IN-HOUSE  BOUNTY - JOIN OUR CHANNEL AND GET 30 ZIG #bounty 
https://t.co/KGn0Md6BhX   #telegramico #telegram @telegram…",0.0,0.0,2018-02-03 09:38:04,neutral
114,"RT @PlanetZiggurat: 🔥 https://t.co/a2wFnstnSE  WhitePaper🔥https://t.co/H0gonD3Ead  @NeerajKA 
  $AMZN $EBAY $MELI $ETSY $QVCA $BABA $WMT $C…",0.0,0.0,2018-02-03 09:36:57,neutral
115,RT @PlanetZiggurat: 🚀Pay by mobile. You can get Ziggurat cryptocurrency. Win-win  🚀https://t.co/SEWT8fznze   $AMZN $EBAY $MELI $ETSY $QVCA…,0.0,0.0,2018-02-03 09:34:42,neutral
116,RT @PlanetZiggurat: 🚀Pay by mobile. You can get Ziggurat cryptocurrency. Win-win  🚀https://t.co/SEWT8fznze   $AMZN $EBAY $MELI $ETSY $QVCA…,0.0,0.0,2018-02-03 09:19:22,neutral
117,"RT @PlanetZiggurat: N-HOUSE  BOUNTY - JOIN OUR CHANNEL AND GET 40 ZIG #bounty 
https://t.co/KGn0Md6BhX  #telegramico #telegram @telegram #p…",0.0,0.0,2018-02-03 09:16:55,neutral
118,"RT @PlanetZiggurat: Ziggurat Telegram Link 40 ZIG Bounty !   https://t.co/AHw2myuaQn 
  $AMZN $EBAY $MELI $ETSY $QVCA $BABA $WMT $COST $TGT…",0.0,0.0,2018-02-03 09:16:34,neutral
119,RT @PlanetZiggurat: Ziggurat Telegram Link   https://t.co/AHw2myuaQn   $AMZN $EBAY $MELI $ETSY $QVCA $BABA $WMT $COST $TGT $KR $JPM $FB $WF…,0.0,0.0,2018-02-03 09:16:15,neutral
120,"RT @PlanetZiggurat: Ziggurat on EtherDelta 
https://t.co/pMr7Dcj8bz
$AMZN $EBAY $MELI $ETSY $QVCA $BABA $WMT $COST $TGT $KR $JPM $FB $WFC $…",0.0,0.0,2018-02-03 09:16:01,neutral
121,Advantage Investment Management LLC Increases Holdings in Wal-Mart Stores Inc $WMT https://t.co/hcwM1qWmgA,0.0,0.0,2018-02-03 09:10:14,neutral
122,RT @PlanetZiggurat: 🚀Pay by mobile. You can get Ziggurat cryptocurrency. Win-win  🚀https://t.co/SEWT8fznze   $AMZN $EBAY $MELI $ETSY $QVCA…,0.0,0.0,2018-02-03 08:47:10,neutral
