,text,polarity,subjectivity,date,sentiment
34,"RT @OMillionaires: Some implied moves for earnings next week:

$CMG 7.4%
$DIS 4.5%
$GILD 5.4%
$SNAP 14.2%
$TSLA 7%
$IRBT 13%
$NTES 7.9%
$NV…",0.0,0.0,2018-02-03 18:10:09,neutral
35,RT @Benzinga: #BlackPanther Gets Big Pre-Release Boost From Inner-City Advocates https://t.co/InVdhKKDbC $DIS https://t.co/wM6pARo0g6,0.0,0.1,2018-02-03 18:08:31,neutral
36,"RT @OMillionaires: Some implied moves for earnings next week:

$CMG 7.4%
$DIS 4.5%
$GILD 5.4%
$SNAP 14.2%
$TSLA 7%
$IRBT 13%
$NTES 7.9%
$NV…",0.0,0.0,2018-02-03 18:05:49,neutral
37,"RT @OMillionaires: Some implied moves for earnings next week:

$CMG 7.4%
$DIS 4.5%
$GILD 5.4%
$SNAP 14.2%
$TSLA 7%
$IRBT 13%
$NTES 7.9%
$NV…",0.0,0.0,2018-02-03 17:57:37,neutral
38,"RT @eWhispers: #earnings for the week

$NVDA $TSLA $TWTR $SWKS $SNAP $DIS $ATVI $GILD $GM $CMG $BMY $AGN $TEVA $TTWO $BP $COHR $SYY $REGN $…",0.0,0.0,2018-02-03 17:55:30,neutral
39,"RT @PlanetZiggurat: Ziggurat and https://t.co/VOEUjnISk5 bounty   
$AMZN $EBAY $MELI $ETSY $QVCA $BABA $WMT $COST $TGT $KR $JPM $FB $WFC $G…",0.0,0.0,2018-02-03 17:53:18,neutral
40,"RT @PlanetZiggurat: https://t.co/VOEUjnISk5 is open 
$AMZN $EBAY $MELI $ETSY $QVCA $BABA $WMT $COST $TGT $KR $JPM $FB $WFC $GOOG $SNAP $TWT…",0.0,0.5,2018-02-03 17:53:14,neutral
41,"RT @PlanetZiggurat: Ziggurat https://t.co/EK9GbneroN 
$AMZN $EBAY $MELI $ETSY $QVCA $BABA $WMT $COST $TGT $KR $JPM $FB $WFC $GOOG $SNAP $TW…",0.0,0.0,2018-02-03 17:53:10,neutral
42,Black Panther Gets Big Pre-Release Boost From Inner-City Advocates $DIS https://t.co/3EXpLh5XT9 via @benzinga,-0.0833333333333,0.266666666667,2018-02-03 17:49:35,negative
43,"RT @eWhispers: #earnings for the week

$NVDA $TSLA $TWTR $SWKS $SNAP $DIS $ATVI $GILD $GM $CMG $BMY $AGN $TEVA $TTWO $BP $COHR $SYY $REGN $…",0.0,0.0,2018-02-03 17:44:30,neutral
44,"As Walt Disney Company $DIS Stock Value Declined, Private Asset Management Has Decreased by $93.85 Million ...",-0.2,0.5375,2018-02-03 17:44:29,negative
45,"RT @eWhispers: #earnings for the week

$NVDA $TSLA $TWTR $SWKS $SNAP $DIS $ATVI $GILD $GM $CMG $BMY $AGN $TEVA $TTWO $BP $COHR $SYY $REGN $…",0.0,0.0,2018-02-03 17:44:28,neutral
46,"RT @eWhispers: #earnings for the week

$NVDA $TSLA $TWTR $SWKS $SNAP $DIS $ATVI $GILD $GM $CMG $BMY $AGN $TEVA $TTWO $BP $COHR $SYY $REGN $…",0.0,0.0,2018-02-03 17:42:17,neutral
47,"RT @eWhispers: #earnings for the week

$NVDA $TSLA $TWTR $SWKS $SNAP $DIS $ATVI $GILD $GM $CMG $BMY $AGN $TEVA $TTWO $BP $COHR $SYY $REGN $…",0.0,0.0,2018-02-03 17:41:45,neutral
48,"RT @eWhispers: #earnings for the week

$NVDA $TSLA $TWTR $SWKS $SNAP $DIS $ATVI $GILD $GM $CMG $BMY $AGN $TEVA $TTWO $BP $COHR $SYY $REGN $…",0.0,0.0,2018-02-03 17:37:51,neutral
49,"RT @eWhispers: #earnings for the week

$NVDA $TSLA $TWTR $SWKS $SNAP $DIS $ATVI $GILD $GM $CMG $BMY $AGN $TEVA $TTWO $BP $COHR $SYY $REGN $…",0.0,0.0,2018-02-03 17:34:38,neutral
50,"RT @eWhispers: #earnings for the week

$NVDA $TSLA $TWTR $SWKS $SNAP $DIS $ATVI $GILD $GM $CMG $BMY $AGN $TEVA $TTWO $BP $COHR $SYY $REGN $…",0.0,0.0,2018-02-03 17:33:40,neutral
51,"RT @eWhispers: #earnings for the week

$NVDA $TSLA $TWTR $SWKS $SNAP $DIS $ATVI $GILD $GM $CMG $BMY $AGN $TEVA $TTWO $BP $COHR $SYY $REGN $…",0.0,0.0,2018-02-03 17:33:29,neutral
52,"RT @eWhispers: #earnings for the week

$NVDA $TSLA $TWTR $SWKS $SNAP $DIS $ATVI $GILD $GM $CMG $BMY $AGN $TEVA $TTWO $BP $COHR $SYY $REGN $…",0.0,0.0,2018-02-03 17:22:11,neutral
53,"RT @OMillionaires: Some implied moves for earnings next week:

$CMG 7.4%
$DIS 4.5%
$GILD 5.4%
$SNAP 14.2%
$TSLA 7%
$IRBT 13%
$NTES 7.9%
$NV…",0.0,0.0,2018-02-03 17:20:03,neutral
54,"RT @OMillionaires: Some implied moves for earnings next week:

$CMG 7.4%
$DIS 4.5%
$GILD 5.4%
$SNAP 14.2%
$TSLA 7%
$IRBT 13%
$NTES 7.9%
$NV…",0.0,0.0,2018-02-03 17:17:58,neutral
55,"RT @eWhispers: #earnings for the week

$NVDA $TSLA $TWTR $SWKS $SNAP $DIS $ATVI $GILD $GM $CMG $BMY $AGN $TEVA $TTWO $BP $COHR $SYY $REGN $…",0.0,0.0,2018-02-03 17:16:08,neutral
56,"RT @OMillionaires: Some implied moves for earnings next week:

$CMG 7.4%
$DIS 4.5%
$GILD 5.4%
$SNAP 14.2%
$TSLA 7%
$IRBT 13%
$NTES 7.9%
$NV…",0.0,0.0,2018-02-03 17:14:37,neutral
57,"RT @eWhispers: #earnings for the week

$NVDA $TSLA $TWTR $SWKS $SNAP $DIS $ATVI $GILD $GM $CMG $BMY $AGN $TEVA $TTWO $BP $COHR $SYY $REGN $…",0.0,0.0,2018-02-03 17:14:00,neutral
58,"Major ERs upcoming- $BMY $DIS $NVDA $CMG $GILD $TSLA But more importantly, Treasurys $66B in auctions, Tue-Thurs. $SPY $QQQ $SPX $DJIA $IWM",0.320833333333,0.666666666667,2018-02-03 17:12:39,positive
59,"RT @WinfieldSmart: #earnings for the week

$NVDA $TSLA $TWTR $SWKS $SNAP $DIS $ATVI $GILD $GM $CMG $BMY $AGN $TEVA $TTWO $BP $COHR $SYY $RE…",0.0,0.0,2018-02-03 17:10:34,neutral
60,"#earnings for the week

$NVDA $TSLA $TWTR $SWKS $SNAP $DIS $ATVI $GILD $GM $CMG $BMY $AGN $TEVA $TTWO $BP $COHR… https://t.co/7S2r1nCED1",0.0,0.0,2018-02-03 17:09:23,neutral
61,"RT @eWhispers: #earnings for the week

$NVDA $TSLA $TWTR $SWKS $SNAP $DIS $ATVI $GILD $GM $CMG $BMY $AGN $TEVA $TTWO $BP $COHR $SYY $REGN $…",0.0,0.0,2018-02-03 17:07:10,neutral
62,"Some implied moves for earnings next week:

$CMG 7.4%
$DIS 4.5%
$GILD 5.4%
$SNAP 14.2%
$TSLA 7%
$IRBT 13%
$NTES 7.9… https://t.co/niXR2NIXRf",0.0,0.0,2018-02-03 17:04:42,neutral
63,"RT @eWhispers: #earnings for the week

$NVDA $TSLA $TWTR $SWKS $SNAP $DIS $ATVI $GILD $GM $CMG $BMY $AGN $TEVA $TTWO $BP $COHR $SYY $REGN $…",0.0,0.0,2018-02-03 17:04:37,neutral
64,"RT @eWhispers: #earnings for the week

$NVDA $TSLA $TWTR $SWKS $SNAP $DIS $ATVI $GILD $GM $CMG $BMY $AGN $TEVA $TTWO $BP $COHR $SYY $REGN $…",0.0,0.0,2018-02-03 16:58:50,neutral
65,"RT @eWhispers: #earnings for the week

$NVDA $TSLA $TWTR $SWKS $SNAP $DIS $ATVI $GILD $GM $CMG $BMY $AGN $TEVA $TTWO $BP $COHR $SYY $REGN $…",0.0,0.0,2018-02-03 16:56:10,neutral
66,"RT @OMillionaires: Some implied moves for earnings next week:

$CMG 7.4%
$DIS 4.5%
$GILD 5.4%
$SNAP 14.2%
$TSLA 7%
$IRBT 13%
$NTES 7.9%
$NV…",0.0,0.0,2018-02-03 16:55:59,neutral
67,"RT @eWhispers: #earnings for the week

$NVDA $TSLA $TWTR $SWKS $SNAP $DIS $ATVI $GILD $GM $CMG $BMY $AGN $TEVA $TTWO $BP $COHR $SYY $REGN $…",0.0,0.0,2018-02-03 16:53:58,neutral
68,Earnings for next week. $NVDA $TSLA $TWTR $SWKS $SNAP $DIS $GILD $CMG $TEVA $TTWO $REGN $NTES $FEYE $CVS $EXPE $SKX… https://t.co/uDIeUkRSBL,0.0,0.0,2018-02-03 16:50:19,neutral
69,"$DIS:

Disney Earnings: What to Watch Next Week:

https://t.co/JIfRiCxKkL",0.0,0.0,2018-02-03 16:47:05,neutral
70,"RT @eWhispers: #earnings for the week

$NVDA $TSLA $TWTR $SWKS $SNAP $DIS $ATVI $GILD $GM $CMG $BMY $AGN $TEVA $TTWO $BP $COHR $SYY $REGN $…",0.0,0.0,2018-02-03 16:46:56,neutral
71,RT @mchaudhry82: Stocks 2 👀😘: $NVDA $TSLA $DIS $TTWO $CMG $JPM $BUD $CMCSA $DNKN $RTN $BA $LMT $NOC $LVS $WYNN $MGM $COST $LB $HMNY https:/…,0.0,0.0,2018-02-03 16:36:27,neutral
72,"RT @eWhispers: #earnings for the week

$NVDA $TSLA $TWTR $SWKS $SNAP $DIS $ATVI $GILD $GM $CMG $BMY $AGN $TEVA $TTWO $BP $COHR $SYY $REGN $…",0.0,0.0,2018-02-03 16:35:46,neutral
73,Why Did the Dow Fall (and What Happens Next)? $NVDA $ATVI $AGN $BDX $CMI $CVS $EFX $GM $HAS $DIS https://t.co/lGzW0WxwEC,0.0,0.0,2018-02-03 16:35:00,neutral
74,"RT @eWhispers: #earnings for the week

$NVDA $TSLA $TWTR $SWKS $SNAP $DIS $ATVI $GILD $GM $CMG $BMY $AGN $TEVA $TTWO $BP $COHR $SYY $REGN $…",0.0,0.0,2018-02-03 16:34:33,neutral
75,"RT @eWhispers: #earnings for the week

$NVDA $TSLA $TWTR $SWKS $SNAP $DIS $ATVI $GILD $GM $CMG $BMY $AGN $TEVA $TTWO $BP $COHR $SYY $REGN $…",0.0,0.0,2018-02-03 16:33:30,neutral
76,#BlackPanther Gets Big Pre-Release Boost From Inner-City Advocates https://t.co/InVdhKKDbC $DIS https://t.co/wM6pARo0g6,0.0,0.1,2018-02-03 16:31:35,neutral
77,"RT @eWhispers: #earnings for the week

$NVDA $TSLA $TWTR $SWKS $SNAP $DIS $ATVI $GILD $GM $CMG $BMY $AGN $TEVA $TTWO $BP $COHR $SYY $REGN $…",0.0,0.0,2018-02-03 16:31:02,neutral
78,$DIS Weekly https://t.co/XqoJ7rL7CA,0.0,0.0,2018-02-03 16:30:10,neutral
79,"RT @eWhispers: #earnings for the week

$NVDA $TSLA $TWTR $SWKS $SNAP $DIS $ATVI $GILD $GM $CMG $BMY $AGN $TEVA $TTWO $BP $COHR $SYY $REGN $…",0.0,0.0,2018-02-03 16:30:09,neutral
80,"RT @eWhispers: #earnings for the week

$NVDA $TSLA $TWTR $SWKS $SNAP $DIS $ATVI $GILD $GM $CMG $BMY $AGN $TEVA $TTWO $BP $COHR $SYY $REGN $…",0.0,0.0,2018-02-03 16:30:02,neutral
81,"$DIS:

Jamele Hill:

https://t.co/tufMkvUOnr",0.0,0.0,2018-02-03 16:28:14,neutral
82,"$DIS:

‘Black Panther’ Gets Big Pre-Release Boost From Inner-City Advocates:

https://t.co/E4ssmqQeBL",-0.0833333333333,0.266666666667,2018-02-03 16:27:05,negative
83,"RT @eWhispers: #earnings for the week

$NVDA $TSLA $TWTR $SWKS $SNAP $DIS $ATVI $GILD $GM $CMG $BMY $AGN $TEVA $TTWO $BP $COHR $SYY $REGN $…",0.0,0.0,2018-02-03 16:26:15,neutral
84,"RT @ClarkSchultz: Stocks to watch: Huge earnings reports from Tesla, Disney and Twitter. Defense industry conference in NYC w/Raytheon, Boe…",0.4,0.9,2018-02-03 16:26:13,positive
85,"RT @eWhispers: #earnings for the week

$NVDA $TSLA $TWTR $SWKS $SNAP $DIS $ATVI $GILD $GM $CMG $BMY $AGN $TEVA $TTWO $BP $COHR $SYY $REGN $…",0.0,0.0,2018-02-03 16:22:35,neutral
86,"RT @eWhispers: #earnings for the week

$NVDA $TSLA $TWTR $SWKS $SNAP $DIS $ATVI $GILD $GM $CMG $BMY $AGN $TEVA $TTWO $BP $COHR $SYY $REGN $…",0.0,0.0,2018-02-03 16:21:03,neutral
87,"The Economy is Booming, Unemployment is Low, Stock Mkt is @ All Time Highs 
&amp; I Can't Feel It
 $aapl $amzn $agn… https://t.co/OeJI8LK5MW",0.0,0.3,2018-02-03 16:20:58,neutral
88,"RT @eWhispers: #earnings for the week

$NVDA $TSLA $TWTR $SWKS $SNAP $DIS $ATVI $GILD $GM $CMG $BMY $AGN $TEVA $TTWO $BP $COHR $SYY $REGN $…",0.0,0.0,2018-02-03 16:20:51,neutral
89,"RT @eWhispers: #earnings for the week

$NVDA $TSLA $TWTR $SWKS $SNAP $DIS $ATVI $GILD $GM $CMG $BMY $AGN $TEVA $TTWO $BP $COHR $SYY $REGN $…",0.0,0.0,2018-02-03 16:20:11,neutral
90,"RT @myhedghog: Tech $QQQ great buy as early as Mon/Tues next week in 161-162 area

$zillions sitting in cash staring at 5% growth in Q1.…",0.3,0.35,2018-02-03 16:16:23,positive
91,"RT @eWhispers: #earnings for the week

$NVDA $TSLA $TWTR $SWKS $SNAP $DIS $ATVI $GILD $GM $CMG $BMY $AGN $TEVA $TTWO $BP $COHR $SYY $REGN $…",0.0,0.0,2018-02-03 16:14:30,neutral
92,"$DIS $NFLX:

3 Dates for Investors to Circle in February:

https://t.co/4H9Vln9cNx",0.0,0.0,2018-02-03 16:14:10,neutral
93,"RT @eWhispers: #earnings for the week

$NVDA $TSLA $TWTR $SWKS $SNAP $DIS $ATVI $GILD $GM $CMG $BMY $AGN $TEVA $TTWO $BP $COHR $SYY $REGN $…",0.0,0.0,2018-02-03 16:10:16,neutral
94,RT @GerberKawasaki: This movie will be huge. Despite the racists trying to rig Rotten Tomatoes. Looks amazing. Great job #Marvel #Disney! #…,0.666666666667,0.85,2018-02-03 16:09:36,positive
95,"Tech $QQQ great buy as early as Mon/Tues next week in 161-162 area

$zillions sitting in cash staring at 5% growth… https://t.co/DYa1QDzkEh",0.3,0.35,2018-02-03 16:08:28,positive
96,"RT @eWhispers: #earnings for the week

$NVDA $TSLA $TWTR $SWKS $SNAP $DIS $ATVI $GILD $GM $CMG $BMY $AGN $TEVA $TTWO $BP $COHR $SYY $REGN $…",0.0,0.0,2018-02-03 16:07:30,neutral
97,"RT @OMillionaires: Some implied moves for earnings next week:

$CMG 7.4%
$DIS 4.5%
$GILD 5.4%
$SNAP 14.2%
$TSLA 7%
$IRBT 13%
$NTES 7.9%
$NV…",0.0,0.0,2018-02-03 16:06:39,neutral
98,"RT @OMillionaires: Some implied moves for earnings next week:

$CMG 7.4%
$DIS 4.5%
$GILD 5.4%
$SNAP 14.2%
$TSLA 7%
$IRBT 13%
$NTES 7.9%
$NV…",0.0,0.0,2018-02-03 16:06:21,neutral
99,Fantastic observation $DIS .. #chartporn #StockMarket https://t.co/UQOYgj8oej,0.4,0.9,2018-02-03 16:05:38,positive
100,"RT @OMillionaires: Some implied moves for earnings next week:

$CMG 7.4%
$DIS 4.5%
$GILD 5.4%
$SNAP 14.2%
$TSLA 7%
$IRBT 13%
$NTES 7.9%
$NV…",0.0,0.0,2018-02-03 16:02:38,neutral
101,"RT @eWhispers: #earnings for the week

$NVDA $TSLA $TWTR $SWKS $SNAP $DIS $ATVI $GILD $GM $CMG $BMY $AGN $TEVA $TTWO $BP $COHR $SYY $REGN $…",0.0,0.0,2018-02-03 16:02:38,neutral
102,It's a shame my lotto long tweets yesteday were in direct conflict with the bearish case I'd been making lately ($T… https://t.co/8AFWcte7Au,-0.0833333333333,0.466666666667,2018-02-03 15:55:15,negative
103,"RT @eWhispers: #earnings for the week

$NVDA $TSLA $TWTR $SWKS $SNAP $DIS $ATVI $GILD $GM $CMG $BMY $AGN $TEVA $TTWO $BP $COHR $SYY $REGN $…",0.0,0.0,2018-02-03 15:50:55,neutral
104,"RT @OMillionaires: Some implied moves for earnings next week:

$CMG 7.4%
$DIS 4.5%
$GILD 5.4%
$SNAP 14.2%
$TSLA 7%
$IRBT 13%
$NTES 7.9%
$NV…",0.0,0.0,2018-02-03 15:48:48,neutral
105,"RT @OMillionaires: Some implied moves for earnings next week:

$CMG 7.4%
$DIS 4.5%
$GILD 5.4%
$SNAP 14.2%
$TSLA 7%
$IRBT 13%
$NTES 7.9%
$NV…",0.0,0.0,2018-02-03 15:48:21,neutral
106,"RT @eWhispers: #earnings for the week

$NVDA $TSLA $TWTR $SWKS $SNAP $DIS $ATVI $GILD $GM $CMG $BMY $AGN $TEVA $TTWO $BP $COHR $SYY $REGN $…",0.0,0.0,2018-02-03 15:47:12,neutral
107,"With proliferation of ETFs, dumb to think $DIS could hang on Friday. Babies out with bath water.
But held well vs T… https://t.co/IwrCsbPmrv",-0.375,0.5,2018-02-03 15:46:36,negative
108,"RT @PlanetZiggurat: IN-HOUSE  BOUNTY - JOIN OUR CHANNEL AND GET 30 ZIG #bounty 
https://t.co/KGn0Md6BhX   #telegramico #telegram @telegram…",0.0,0.0,2018-02-03 15:43:44,neutral
109,"RT @OMillionaires: Some implied moves for earnings next week:

$CMG 7.4%
$DIS 4.5%
$GILD 5.4%
$SNAP 14.2%
$TSLA 7%
$IRBT 13%
$NTES 7.9%
$NV…",0.0,0.0,2018-02-03 15:43:26,neutral
110,"RT @PlanetZiggurat: 🔥 There is only one stable Ziggurat here ,  https://t.co/46vVceNClo   🔥 $AMZN $EBAY $MELI $ETSY $QVCA $BABA $WMT $COST…",0.0,1.0,2018-02-03 15:43:05,neutral
111,"RT @PlanetZiggurat: https://t.co/VOEUjnISk5  is open 
$AMZN $EBAY $MELI $ETSY $QVCA $BABA $WMT $COST $TGT $KR $JPM $FB $WFC $GOOG $SNAP $TW…",0.0,0.5,2018-02-03 15:42:58,neutral
112,"RT @PlanetZiggurat: Ziggurat Telegram Link 30 ZIG Bounty !   https://t.co/AHw2myuaQn  
  $AMZN $EBAY $MELI $ETSY $QVCA $BABA $WMT $COST $TG…",0.0,0.0,2018-02-03 15:42:55,neutral
113,"RT @PlanetZiggurat: IN-HOUSE  BOUNTY - JOIN OUR CHANNEL AND GET 30 ZIG #bounty 
https://t.co/KGn0Md6BhX   #telegramico #telegram @telegram…",0.0,0.0,2018-02-03 15:42:52,neutral
114,"RT @PlanetZiggurat: 🔥 https://t.co/a2wFnstnSE  WhitePaper🔥https://t.co/H0gonD3Ead  @NeerajKA 
  $AMZN $EBAY $MELI $ETSY $QVCA $BABA $WMT $C…",0.0,0.0,2018-02-03 15:42:46,neutral
115,RT @PlanetZiggurat: 🚀Pay by mobile. You can get Ziggurat cryptocurrency. Win-win  🚀https://t.co/SEWT8fznze   $AMZN $EBAY $MELI $ETSY $QVCA…,0.0,0.0,2018-02-03 15:42:33,neutral
116,"RT @eWhispers: #earnings for the week

$NVDA $TSLA $TWTR $SWKS $SNAP $DIS $ATVI $GILD $GM $CMG $BMY $AGN $TEVA $TTWO $BP $COHR $SYY $REGN $…",0.0,0.0,2018-02-03 15:41:59,neutral
117,"RT @OMillionaires: Some implied moves for earnings next week:

$CMG 7.4%
$DIS 4.5%
$GILD 5.4%
$SNAP 14.2%
$TSLA 7%
$IRBT 13%
$NTES 7.9%
$NV…",0.0,0.0,2018-02-03 15:38:30,neutral
118,"RT @AliAlhouli: اعلانات الاسبوع القادم حفله 
#earnings for the week

$NVDA $TSLA $TWTR $SWKS $SNAP $DIS $ATVI $GILD $GM $CMG $BMY $AGN $TEV…",0.0,0.0,2018-02-03 15:37:29,neutral
119,"RT @eWhispers: #earnings for the week

$NVDA $TSLA $TWTR $SWKS $SNAP $DIS $ATVI $GILD $GM $CMG $BMY $AGN $TEVA $TTWO $BP $COHR $SYY $REGN $…",0.0,0.0,2018-02-03 15:36:54,neutral
