,text,polarity,subjectivity,date,sentiment
16,"RT @lolaperez0211: The world’s most valuable brands 2️⃣0️⃣1️⃣8️⃣ by country

#dow #nasdaq #nyse #SP500 #CAC40 #FTSE #nikkei 
$AAPL $AMZN $X…",0.5,0.5,2018-02-03 18:42:20,positive
17,"The world’s most valuable brands 2️⃣0️⃣1️⃣8️⃣ by country

#dow #nasdaq #nyse #SP500 #CAC40 #FTSE #nikkei 
$AAPL… https://t.co/RLBLUW5xSG",0.5,0.5,2018-02-03 18:35:08,positive
18,"RT @GoldmanSachs: PODCAST: With tax reform checked off, what’s next on the Trump Administration’s agenda? $GS Research’s political economis…",0.0,0.05,2018-02-03 18:34:09,neutral
19,Pzena Investment Management Has Cut Its Goldman Sachs Group $GS Stake by $2.56 Million https://t.co/iakJYkiMZc,0.0,0.0,2018-02-03 18:30:38,neutral
20,"RT @GoldmanSachs: PODCAST: With tax reform checked off, what’s next on the Trump Administration’s agenda? $GS Research’s political economis…",0.0,0.05,2018-02-03 18:30:29,neutral
21,"RT @firestone_brian: #Wellsfargo Gets Sanctioned and Curbed By the Fed But Will They Clean Their Swamp That Is Their Pharma Analyst, David…",0.366666666667,0.7,2018-02-03 18:30:25,positive
22,"ACTIVE TRADERS Try one of these FREE trading guides:

https://t.co/umEBXJvcAm

$NFLX $TSLA $AAPL $CMG $GS $FB $AMZN $GOOGL $NVDA",0.133333333333,0.7,2018-02-03 18:30:15,positive
23,RT @GoldmanSachs: WATCH: From the $GS Private Internet Company Conference: What makes for a successful pitch? Five founders and #entreprene…,0.375,0.6625,2018-02-03 18:28:29,positive
24,RT @GoldmanSachs: PODCAST: VC is more than just Silicon Valley and Sand Hill Road. $GS' Heath Terry looks at where the venture dollars are…,0.5,0.5,2018-02-03 18:22:54,positive
25,The two largest Korean exchanges now trade at about a 5% discount to the avg #bitcoin price of the top 5 exchanges.… https://t.co/dEAQfLGoo3,0.5,0.5,2018-02-03 18:22:14,positive
26,Wedge Capital Management L L P NC Has $33.47 Million Stake in Goldman Sachs Group Inc $GS https://t.co/2HBMJIyHD3,0.0,0.0,2018-02-03 18:21:06,neutral
27,"REAL TIME TRADE ALERTS via PRIVATE $TWTR FEED, perfect for people who have FT jobs and trade part-time! 

$AMZN $NTES $GOOGL $BABA $GS $FB",0.4,0.558333333333,2018-02-03 18:15:08,positive
28,RT @BrandonVanZee: 02/01/18 - View today's #MarketOutlook from @Market_Scholars here: https://t.co/UiQ5lYYdnZ   Discussed: $SPY $IWM $AMZN…,0.0,0.0,2018-02-03 18:12:37,neutral
29,"As Goldman Sachs Group $GS Stock Value Declined, Holder Bridges Investment Management Lowered by $1.49 Mill...",0.0,0.0,2018-02-03 18:12:35,neutral
30,Virginia Retirement Systems Et Al Has Trimmed By $16.68 Million Its Goldman Sachs Group $GS Stake ...,0.0,0.0,2018-02-03 18:09:32,neutral
31,RT @GoldmanSachs: WATCH: From the $GS Private Internet Company Conference: What makes for a successful pitch? Five founders and #entreprene…,0.375,0.6625,2018-02-03 18:08:00,positive
32,"RT @GoldmanSachs: PODCAST: With tax reform checked off, what’s next on the Trump Administration’s agenda? $GS Research’s political economis…",0.0,0.05,2018-02-03 18:02:57,neutral
33,RT @GoldmanSachs: PODCAST: Will 2018 be the year of a US infrastructure revival? $GS Research’s political economist says proposals are immi…,0.0,0.1,2018-02-03 18:02:42,neutral
34,As crypto matures the arbitrage opportunities disappear. South Korean premium has been humbled by regulators. Curre… https://t.co/GdWTyG5M85,0.0,0.0,2018-02-03 18:02:34,neutral
35,"RT @GoldmanSachs: PODCAST: With tax reform checked off, what’s next on the Trump Administration’s agenda? $GS Research’s political economis…",0.0,0.05,2018-02-03 18:02:09,neutral
36,WATCH: From the $GS Private Internet Company Conference: What makes for a successful pitch? Five founders and… https://t.co/LCYas9Nmty,0.375,0.6625,2018-02-03 18:01:23,positive
37,Don't miss our next FREE OPTION TRADE.  Sign up for our Daily Free Trades at https://t.co/sMIl6ffalu $NVDA $TSLA $GS $AAPL $BAC $GOOGL $FB,0.2,0.4,2018-02-03 18:00:32,positive
38,RT @GoldmanSachs: PODCAST: Will 2018 be the year of a US infrastructure revival? $GS Research’s political economist says proposals are immi…,0.0,0.1,2018-02-03 17:57:50,neutral
39,"$GS was the worst hit of the banks that I watch, -4.5%.  Another that closed on the middle BB, but looks like it co… https://t.co/BohsN5fgVk",-0.366666666667,0.366666666667,2018-02-03 17:49:31,negative
40,"@Snowripper1106 in USA fastest path to crypto recession 
will be executive order expansion of KYC related legislati… https://t.co/uujUcbzFDm",0.0,0.4,2018-02-03 17:42:19,neutral
41,RT @GoldmanSachs: PODCAST: $GS Research on what venture capital firms are focused on and what it means for established companies: https://t…,0.0,0.0,2018-02-03 17:35:25,neutral
42,"RT @CarlosVignote: As of Mar2017 &amp;during the previous 1year and a half, $GS bought two thirds of $FNMA auctions to illegally sell loans at…",-0.277777777778,0.277777777778,2018-02-03 17:34:56,negative
43,"ACTIVE TRADERS Try one of these FREE trading guides:

https://t.co/hEexYVwI41

$NFLX $TSLA $AAPL $COST $GS $FB $AMZN $GOOGL $NVDA",0.133333333333,0.7,2018-02-03 17:30:14,positive
44,There it is. $GS,0.0,0.0,2018-02-03 17:20:45,neutral
45,RT @GoldmanSachs: PODCAST: $GS Research's Heath Terry on ICOs and other trends shaping today's venture capital markets: https://t.co/TgEEu4…,-0.125,0.375,2018-02-03 17:17:18,negative
46,"If you are not making money in this market &amp; want consistency, try our team https://t.co/0k72ckfjhx   $FB $NFLX $AMZN $AGN $TSLA $AAPL $GS",0.0,0.0,2018-02-03 17:15:09,neutral
47,"REAL TIME TRADE ALERTS via PRIVATE $TWTR FEED, perfect for people who have FT jobs and trade part-time! 

$AMZN $NFLX $GOOGL $CMG $GS $FB",0.4,0.558333333333,2018-02-03 16:45:08,positive
48,"RT @GoldmanSachs: PODCAST: With tax reform checked off, what’s next on the Trump Administration’s agenda? $GS Research’s political economis…",0.0,0.05,2018-02-03 16:44:33,neutral
49,$C Like many banks in $XLF are breaking value areas. Expect more downside. $JPM $GS $WFC #XLF +++ https://t.co/bZVTiSdndU,0.5,0.5,2018-02-03 16:38:10,positive
50,"RT @GoldmanSachs: PODCAST: With tax reform checked off, what’s next on the Trump Administration’s agenda? $GS Research’s political economis…",0.0,0.05,2018-02-03 16:37:30,neutral
51,"ACTIVE TRADERS Try one of these FREE trading guides:

https://t.co/Rg3iFa31PU

$NFLX $TSLA $AAPL $WMT $GS $FB $AMZN $GOOGL $NVDA",0.133333333333,0.7,2018-02-03 16:30:14,positive
52,Wedge Capital Management L L P NC Has $33.47 Million Position in Goldman Sachs Group Inc $GS https://t.co/WFoRNEzMSW,0.0,0.0,2018-02-03 16:30:04,neutral
53,Tcw Group Trimmed Its Goldman Sachs Group $GS Position https://t.co/hLhk2WBxcw,0.0,0.0,2018-02-03 16:23:46,neutral
54,my goal   for #bitcoin $btcusd  #profit #BTCUSD crypto #cryptocurrencies  $jpm  $ms $GS $CS  $DB $CB $JS $GS… https://t.co/VD1cTOnlzy,0.0,0.0,2018-02-03 16:18:59,neutral
55,Shareholder Cibc World Markets Raised Goldman Sachs Group $GS Holding https://t.co/VAfwAS8M9D,0.0,0.0,2018-02-03 16:17:12,neutral
56,Stanley Capital Management Has Upped Goldman Sachs Group $GS Holding https://t.co/alW4vIGw0S,0.0,0.0,2018-02-03 16:12:30,neutral
57,Do you know everything while trading in $DJIA $CAT $XOM $GS https://t.co/8zP8MKc2dK https://t.co/euZdKI2dwN,0.0,0.0,2018-02-03 16:12:16,neutral
58,"RT @farrisbaba: $GS weekly chart, could back test to 252 area where support of the cup and handle is at https://t.co/pixorPptpm",0.0,0.0,2018-02-03 16:05:26,neutral
59,Watch 29.06. We hold $XLF puts from a while ago. #XLF $JPM $C $GS +++ Watch the $TNX https://t.co/JfPhtzdA9R,0.0,0.0,2018-02-03 16:04:45,neutral
60,"RT @GoldmanSachs: PODCAST: With midterm elections looming in the US, $GS Research’s Alec Phillips discusses which legislative issues Congre…",0.0,0.0,2018-02-03 16:02:11,neutral
61,Don't miss our next FREE OPTION TRADE.  Sign up for our Daily Free Trades at https://t.co/mPyda1B4MA $NVDA $TSLA $GS $GILD $WFM $GOOGL $FB,0.2,0.4,2018-02-03 16:00:36,positive
62,RT @theflynews: Week in review: How Trump's policies moved stocks $ACM $CBI $CAT $EXP $FLR $GVA $JEC $MLM $PWR $USCR $VMC $TM $BAESY $BA $G…,0.0,0.0,2018-02-03 15:49:01,neutral
63,RT @GoldmanSachs: PODCAST: Will 2018 be the year of a US infrastructure revival? $GS Research’s political economist says proposals are immi…,0.0,0.1,2018-02-03 15:48:13,neutral
64,"Insider Selling: Goldman Sachs Group Inc $GS Insider Sells $5,773,105.80 in Stock https://t.co/mkqg7T1cc8",0.0,0.0,2018-02-03 15:47:27,neutral
65,"If you are not making money in this market &amp; want consistency, try our team https://t.co/vjruq4Iwrv   $FB $NFLX $AMZN $AMD $TSLA $WYNN $GS",0.0,0.0,2018-02-03 15:45:07,neutral
66,RT @GoldmanSachs: PODCAST: $GS Research's Heath Terry on ICOs and other trends shaping today's venture capital markets: https://t.co/PrKBHQ…,-0.125,0.375,2018-02-03 15:44:54,negative
67,@rixstox @farrisbaba $GS daily close below 20ma mid band.. I’m looking at 248.75 my LT MA (purple) 🤔 $XLF https://t.co/hO63sWczom,0.0,0.0,2018-02-03 15:37:09,neutral
68,RT @GoldmanSachs: PODCAST: Will 2018 be the year of a US infrastructure revival? $GS Research’s political economist says proposals are immi…,0.0,0.1,2018-02-03 15:32:50,neutral
69,"ACTIVE TRADERS Try one of these FREE trading guides:

https://t.co/pAj36gc8ae

$NFLX $TSLA $AAPL $WFM $GS $FB $AMZN $GOOGL $NVDA",0.133333333333,0.7,2018-02-03 15:30:15,positive
70,"Get real #daytrading ideas with #TopFiveTraders and #TrendyTrade - by clicking here https://t.co/CvfwVMInZj $GS,… https://t.co/uKc95Lqma0",0.2,0.3,2018-02-03 15:30:08,positive
71,"RT @GoldmanSachs: PODCAST: With midterm elections looming in the US, $GS Research’s Alec Phillips discusses which legislative issues Congre…",0.0,0.0,2018-02-03 15:28:33,neutral
72,RT @kingoption3: $BTC $spx $nasdaq $ftse $dax $cac $djia $c $XOM $amzn $googl $AVGO $AAPL $WFM $cvs $bac $WMT $COST $WFC $jnj $GE $GS $tsla…,0.0,0.0,2018-02-03 15:27:04,neutral
73,RT @GoldmanSachs: PODCAST: $GS Research's Heath Terry on ICOs and other trends shaping today's venture capital markets: https://t.co/PrKBHQ…,-0.125,0.375,2018-02-03 15:27:00,negative
74,#BitCoin crash https://t.co/9iDrGX8wOd #Mars #Unukalkai #2018shift | $GS $MS #CNNSOTU $JPM $RY $UBS $DB $BCS $C… https://t.co/bzs6XjefQX,0.0,0.0,2018-02-03 15:25:12,neutral
75,"Having a trusted team on your side will make all the difference when investing. Have you tried OptionAlarm yet? 

F… https://t.co/YBP4rk0PEO",0.0,0.0,2018-02-03 15:25:08,neutral
76,RT @theflynews: Week in review: How Trump's policies moved stocks $ACM $CBI $CAT $EXP $FLR $GVA $JEC $MLM $PWR $USCR $VMC $TM $BAESY $BA $G…,0.0,0.0,2018-02-03 15:21:57,neutral
77,@farrisbaba $GS weekly 10MA at 256.71 will coincide with a retest of breakout C&amp;H neckline. https://t.co/Rdobw01RxN,0.0,0.0,2018-02-03 15:21:35,neutral
78,"RT @bestUStraders: Check out this day trading service featuring #stocks, #crypto and #forex https://t.co/cYnZzsoj0U $BTC, $LTC, $ETH, $GS,…",0.0,0.0,2018-02-03 15:20:56,neutral
79,"RT @GoldmanSachs: PODCAST: With tax reform checked off, what’s next on the Trump Administration’s agenda? $GS Research’s political economis…",0.0,0.05,2018-02-03 15:18:49,neutral
80,"Goldman Sachs Group Inc $GS Insider R. Martin Chavez Sells 11,829 Shares https://t.co/MmthoUKmzF",0.0,0.0,2018-02-03 15:17:21,neutral
81,"REAL TIME TRADE ALERTS via PRIVATE $TWTR FEED, perfect for people who have FT jobs and trade part-time!

 $AMZN $NFLX $GOOGL $BIDU $GS $FB",0.4,0.558333333333,2018-02-03 15:15:08,positive
82,RT @kingoption3: $BTC $spx $nasdaq $ftse $dax $cac $djia $c $XOM $amzn $googl $AVGO $AAPL $WFM $cvs $bac $WMT $COST $WFC $jnj $GE $GS $tsla…,0.0,0.0,2018-02-03 15:13:50,neutral
83,"$GS weekly chart, could back test to 252 area where support of the cup and handle is at https://t.co/pixorPptpm",0.0,0.0,2018-02-03 15:13:24,neutral
84,RT @Sandro_power: https://t.co/U9wfHSXorE     live stream now                   $SPY $CAT $FDX $AMZN $TSLA $GS $TWTR  $AAPL,0.136363636364,0.5,2018-02-03 15:13:13,positive
85,"RT @Sandro_power: $SPY $CAT $FDX $AMZN $TSLA $GS $TWTR  come and join the live stream in about 3 hours, I am the big picture expert ,do you…",0.0681818181818,0.3,2018-02-03 15:13:03,positive
86,GS $GS https://t.co/QD9rMabMWz,0.0,0.0,2018-02-03 15:11:14,neutral
87,GS - $GS chart https://t.co/BKFNIOqFjH,0.0,0.0,2018-02-03 15:11:14,neutral
88,Week in review: How Trump's policies moved stocks $ACM $CBI $CAT $EXP $FLR $GVA $JEC $MLM $PWR $USCR $VMC $TM… https://t.co/RvdNny0AUi,0.0,0.0,2018-02-03 15:10:06,neutral
89,"Check out this day trading service featuring #stocks, #crypto and #forex https://t.co/cYnZzsoj0U $BTC, $LTC, $ETH, $GS, $JPM, $DIS",0.0,0.0,2018-02-03 15:00:16,neutral
90,"RT @GoldmanSachs: Learn how @MuleSoft is working with businesses to streamline data integration, and why $GS helped fuel their growth: http…",0.0,0.0,2018-02-03 14:49:43,neutral
91,Big Call Buyers https://t.co/dJ2oMHMJQv $INFY $NVDA $DB $PBI $USFD $GOOG $WDC $SQ $QSR $GHL $PCRX $COP $GS $AMSC $FCX $TSLA $GILD $UPS,0.0,0.1,2018-02-03 14:41:26,neutral
92,RT @Sandro_power: I just tested the live stream it is working well today so we will do a live stream tonight in about 5 hours fomr this pos…,0.136363636364,0.5,2018-02-03 14:36:27,positive
93,"RT @Sandro_power: $SPY $CAT $FDX $AMZN $TSLA $GS $TWTR  come and join the live stream in about 3 hours, I am the big picture expert ,do you…",0.0681818181818,0.3,2018-02-03 14:36:21,positive
94,#bitcoin I closed BAY transaction.  only take #profit  i coap for  SELL $btcusd  #BTCUSD $crypto #cryptocurrencies… https://t.co/ec5eU0R9wf,-0.05,0.55,2018-02-03 14:31:38,negative
95,RT @aleksandrc314: #bitcoin I closed BAY transaction.  only take #profit  c0apfor  SELL $btcusd  #BTCUSD $crypto… https://t.co/z3cPGuskkx,-0.05,0.55,2018-02-03 14:30:47,negative
96,"ACTIVE TRADERS Try one of these FREE trading guides:

https://t.co/r5LGDFn9xL

$NFLX $TSLA $AAPL $BABA $AMD $GS $FB $AMZN $GOOGL $NVDA",0.133333333333,0.7,2018-02-03 14:30:13,positive
97,"Those who didn’t buy all the hype last week are doin fine. 
It’s 4-dimensional bowling alley in global markets at p… https://t.co/pYlWtGIRxz",0.138888888889,0.188888888889,2018-02-03 14:28:52,positive
98,"Ray Gerald L &amp; Associates LTD Cut By $319,950 Its Goldman Sachs Group $GS Stake https://t.co/G0jIMZVTYg",0.0,0.0,2018-02-03 14:28:46,neutral
99,RT @GoldmanSachs: PODCAST: $GS Research's Heath Terry on ICOs and other trends shaping today's venture capital markets: https://t.co/PrKBHQ…,-0.125,0.375,2018-02-03 14:23:47,negative
100,#bitcoin result of my forecast from yesterday for $btcusd https://t.co/kI3fbUdPp8  #profit #BTCUSD crypto… https://t.co/Utc1fpCPHo,0.0,0.0,2018-02-03 14:21:45,neutral
101,Goldman Sachs Group Inc $GS Stake Lessened by Yacktman Asset Management LP https://t.co/exHbGtmxv6,0.0,0.0,2018-02-03 14:13:08,neutral
102,"RT @firestone_brian: #Wellsfargo Gets Sanctioned and Curbed By the Fed But Will They Clean Their Swamp That Is Their Pharma Analyst, David…",0.366666666667,0.7,2018-02-03 14:11:46,positive
103,RT @GoldmanSachs: PODCAST: $GS Research on what venture capital firms are focused on and what it means for established companies: https://t…,0.0,0.0,2018-02-03 14:05:35,neutral
104,"Left said to short $NVDA at $150 give or take a few bucks,, went to $250. and Reporters follow him? A front for sho… https://t.co/rbaB4WUqKO",-0.0666666666667,0.133333333333,2018-02-03 14:01:58,negative
105,Don't miss our next FREE OPTION TRADE.  Sign up for our Daily Free Trades at https://t.co/aODvrDWHq3 $NVDA $TSLA $GS $GILD $BABA $GOOGL $FB,0.2,0.4,2018-02-03 14:00:36,positive
106,$NVDA this is very funny $NVDA is sliding after two Wall Street firms took shots at the Co.$GS &amp; Citron Research bo… https://t.co/60Fd7rwjg5,0.325,1.0,2018-02-03 13:58:34,positive
107,"REAL TIME TRADE ALERTS via PRIVATE $TWTR FEED, perfect for people who have FT jobs and trade part-time! 
$AMZN $NFLX $GOOGL $BABA $GS $FB",0.4,0.558333333333,2018-02-03 13:45:08,positive
108,RT @Lordofthestocks: All that cash from #repatriation where will it be invested? Who will move it? How will it be spent? $tsla $nvda $gs $u…,-0.1,0.1,2018-02-03 13:44:47,negative
109,"As Goldman Sachs Group Inc/The $GS Share Value Declined, Ally Financial Has Increased by $474,000 Its Posit...",0.0,0.0,2018-02-03 13:41:06,neutral
110,"Lawsuit vs $GS $JPM $MS $BAC &amp; Credit Suisse  In 2016, the AQS suit said, the six banks received over 65% of the $9… https://t.co/Tgv28yG42k",0.0,0.0,2018-02-03 13:32:43,neutral
111,"Get a free trial of this amazing #daytrading service https://t.co/xBmPHXFDkg $BIIB, $REGN, $ACB, $WEED. $WFC, $BAC, $MCD ,$GNCA , $GS, $JPM",0.5,0.85,2018-02-03 13:30:27,positive
112,"ACTIVE TRADERS Try one of these FREE trading guides:

https://t.co/dptWXklMMq

$NFLX $TSLA $AAPL $JPM $GS $FB $AMZN $GOOGL $NVDA",0.133333333333,0.7,2018-02-03 13:30:13,positive
113,RT @GoldmanSachs: PODCAST: VC is more than just Silicon Valley and Sand Hill Road. $GS' Heath Terry looks at where the venture dollars are…,0.5,0.5,2018-02-03 13:26:52,positive
114,"RT @GoldmanSachs: PODCAST: With midterm elections looming in the US, $GS Research’s Alec Phillips discusses which legislative issues Congre…",0.0,0.0,2018-02-03 13:25:19,neutral
115,Weekly Matrix Signals: Kinda blah week but system did not have many longs and avoided a good portion of the down mo… https://t.co/Y7OCSVMW6W,0.348148148148,0.462962962963,2018-02-03 13:24:58,positive
116,RT @StockTwits: Netflix is going off this year. It just hit ALL-TIME highs at $283.44/share. Its market cap is now $122 billion. That's big…,0.0,0.0,2018-02-03 13:19:27,neutral
117,"As of Mar2017 &amp;during the previous 1year and a half, $GS bought two thirds of $FNMA auctions to illegally sell loan… https://t.co/bjQIqyyCvY",-0.277777777778,0.277777777778,2018-02-03 12:53:42,negative
118,RT @GoldmanSachs: PODCAST: Will 2018 be the year of a US infrastructure revival? $GS Research’s political economist says proposals are immi…,0.0,0.1,2018-02-03 12:53:27,neutral
119,Traders Sell Shares of Goldman Sachs Group $GS on Strength After Insider Selling https://t.co/yeqtdEwy4N,0.0,0.0,2018-02-03 12:51:05,neutral
120,RT @GoldmanSachs: PODCAST: $GS Research's Heath Terry on ICOs and other trends shaping today's venture capital markets: https://t.co/PrKBHQ…,-0.125,0.375,2018-02-03 12:46:55,negative
121,"$GS $CME $CBOE:

Why Wall Street’s Angry About the Bitcoin Gold Rush:

https://t.co/52NpW7YDtW",-0.5,1.0,2018-02-03 12:36:05,negative
122,"#Wellsfargo Gets Sanctioned and Curbed By the Fed But Will They Clean Their Swamp That Is Their Pharma Analyst, Dav… https://t.co/IeBUH7XRE9",0.366666666667,0.7,2018-02-03 12:30:20,positive
123,"ACTIVE TRADERS Try one of these FREE trading guides:

https://t.co/Bi6hX20fsG

$NFLX $TSLA $AAPL $GILD $GS $FB $AMZN $GOOGL $NVDA",0.133333333333,0.7,2018-02-03 12:30:13,positive
124,RT @kingoption3: $BTC $spx $nasdaq $ftse $dax $cac $djia $c $XOM $amzn $googl $AVGO $AAPL $WFM $cvs $bac $WMT $COST $WFC $jnj $GE $GS $tsla…,0.0,0.0,2018-02-03 12:11:29,neutral
125,$BTC $spx $nasdaq $ftse $dax $cac $djia $c $XOM $amzn $googl $AVGO $AAPL $WFM $cvs $bac $WMT $COST $WFC $jnj $GE… https://t.co/UBnigmYs2u,0.0,0.0,2018-02-03 12:09:56,neutral
126,I'd Love to work for @PwC @PwCAdvisory $ms $gs $brk $iep $tst $vrx $agn $twtr $msft $aapl $amzn $googl $hlf $jnj… https://t.co/h06Rd8fa8M,0.5,0.6,2018-02-03 11:57:24,positive
127,"15,355 Shares in Goldman Sachs Group Inc $GS Acquired by IFG Advisory LLC https://t.co/lnuHiZgRqC",0.0,0.0,2018-02-03 11:55:51,neutral
128,"RT @Sandro_power: $SPY $CAT $FDX $AMZN $TSLA $GS $TWTR  come and join the live stream in about 3 hours, I am the big picture expert ,do you…",0.0681818181818,0.3,2018-02-03 11:46:17,positive
129,"As Goldman Sachs Group $GS Market Valuation Declined, Lockheed Martin Investment Management Company Has Dec...",0.0,0.0,2018-02-03 11:26:29,neutral
130,RT @GoldmanSachs: PODCAST: Will 2018 be the year of a US infrastructure revival? $GS Research’s political economist says proposals are immi…,0.0,0.1,2018-02-03 11:13:49,neutral
131,$GS Goldman Sachs weekly https://t.co/cH6L5Akeus,0.0,0.0,2018-02-03 11:12:36,neutral
132,"RT @GoldmanSachs: PODCAST: With tax reform checked off, what’s next on the Trump Administration’s agenda? $GS Research’s political economis…",0.0,0.05,2018-02-03 11:10:33,neutral
133,"RT @GoldmanSachs: PODCAST: With midterm elections looming in the US, $GS Research’s Alec Phillips discusses which legislative issues Congre…",0.0,0.0,2018-02-03 10:57:30,neutral
134,Bridges Investment Management Has Lowered By $1.02 Million Its Goldman Sachs Group $GS Holding ...,0.0,0.0,2018-02-03 10:08:03,neutral
135,"Goldman Sachs Group $GS Holder Carret Asset Management Trimmed Its Holding by $342,465 https://t.co/PLNKIl0BDn",0.0,0.0,2018-02-03 10:07:48,neutral
136,RT @GoldmanSachs: PODCAST: Will 2018 be the year of a US infrastructure revival? $GS Research’s political economist says proposals are immi…,0.0,0.1,2018-02-03 09:23:51,neutral
137,Acadian Asset Management LLC Purchases New Stake in Goldman Sachs Group Inc $GS https://t.co/U3GLrcVOOE,0.136363636364,0.454545454545,2018-02-03 09:10:10,positive
138,Goldman Sachs Looks Like a Bargain $GS - https://t.co/UWLSKYgGym,0.0,0.0,2018-02-03 08:33:17,neutral
139,"RT @GoldmanSachs: PODCAST: With tax reform checked off, what’s next on the Trump Administration’s agenda? $GS Research’s political economis…",0.0,0.05,2018-02-03 08:32:26,neutral
140,🏝#Entrepreneur🏖 https://t.co/o39DrizpiZ #2018shift $GS #Trading #Banking #Market #Sentiment #People #StartUp… https://t.co/G4H3lfkqlK,0.0,0.0,2018-02-03 08:15:32,neutral
141,"RT @GoldmanSachs: PODCAST: With tax reform checked off, what’s next on the Trump Administration’s agenda? $GS Research’s political economis…",0.0,0.05,2018-02-03 07:53:02,neutral
142,What stocks are likely to go up over the next 4 years - here's some ideas: $GS $ACM $CAT #stocks #trading https://t.co/uuVI7qH4rg,0.0,0.5,2018-02-03 07:45:08,neutral
143,Morgan Stanley raised its target for Goldman Sachs Group (GS) $GS. Maybe worth a look value investors https://t.co/aRIHzkTlwp,0.3,0.1,2018-02-03 07:40:03,positive
144,RT @GoldmanSachs: PODCAST: VC is more than just Silicon Valley and Sand Hill Road. $GS' Heath Terry looks at where the venture dollars are…,0.5,0.5,2018-02-03 07:39:06,positive
145,"RT @lolaperez0211: Market cap of the world’s most valuable companies

#dow #nasdaq #nyse #SP500 #CAC40 #FTSE #nikkei 
$AAPL $AMZN $XOM $GOO…",0.5,0.5,2018-02-03 06:44:54,positive
146,"RT @GoldmanSachs: PODCAST: With midterm elections looming in the US, $GS Research’s Alec Phillips discusses which legislative issues Congre…",0.0,0.0,2018-02-03 06:44:25,neutral
147,"RT @GoldmanSachs: PODCAST: With tax reform checked off, what’s next on the Trump Administration’s agenda? $GS Research’s political economis…",0.0,0.05,2018-02-03 05:53:06,neutral
148,RT @GoldmanSachs: PODCAST: Will 2018 be the year of a US infrastructure revival? $GS Research’s political economist says proposals are immi…,0.0,0.1,2018-02-03 05:27:54,neutral
149,RT @GoldmanSachs: @MuleSoft enables companies to do more – and faster – with less. Learn how $GS helped them scale: https://t.co/nHu9rHfh0I…,0.166666666667,0.283333333333,2018-02-03 05:25:50,positive
